,id,title,overview,release_date,popularity,vote_average,vote_count
3000,9829,United 93,"A real-time account of the events on United Flight 93, one of the planes hijacked on 9/11 that crashed near Shanksville, Pennsylvania when passengers foiled the terrorist plot.",2006-04-28,1.7268,7.102,1583
3001,3073,Bud Abbott and Lou Costello Meet Frankenstein,The Wolf Man tries to warn a dimwitted porter that Dracula wants his brain for Frankenstein monster's body.,1948-06-01,1.9122,7.1,342
3002,2,Ariel,A Finnish man goes to the city to find a job after the mine where he worked is closed and his father commits suicide.,1988-10-21,2.2192,7.102,367
3003,870028,The Accountant²,"When an old acquaintance is murdered, Wolff is compelled to solve the case. Realizing more extreme measures are necessary, Wolff recruits his estranged and highly lethal brother, Brax, to help. In partnership with Marybeth Medina, they uncover a deadly conspiracy, becoming targets of a ruthless network of killers who will stop at nothing to keep their secrets buried.",2025-04-23,11.3463,7.1,1573
3004,570670,The Invisible Man,"When Cecilia's abusive ex takes his own life and leaves her his fortune, she suspects his death was a hoax. As a series of coincidences turn lethal, Cecilia works to prove that she is being hunted by someone nobody can see.",2020-02-26,4.152,7.101,6097
3005,10617,Once Upon a Time in China,"Set in late 19th century Canton, this martial arts film depicts the stance taken by the legendary martial arts hero Wong Fei-Hung against foreign forces' plundering of China.",1991-08-15,1.9167,7.1,470
3006,327,Brother,"A Japanese Yakuza gangster's deadly existence in his homeland gets him exiled to Los Angeles, where he is taken in by his little brother and his brother's gang.",2000-12-13,2.4231,7.101,508
3007,403431,Brigsby Bear,"Brigsby Bear Adventures is a children's TV show produced for an audience of one: James. When the show abruptly ends, James's life changes forever, and he sets out to finish the story himself.",2017-07-27,1.2039,7.1,402
3008,48034,Little White Lies,"Despite a traumatic event, a group of friends decide to go ahead with their annual beach vacation. Their relationships, convictions, sense of guilt and friendship are sorely tested. They are finally forced to own up to the little white lies they've been telling each other.",2010-10-20,3.3017,7.101,1614
3009,30675,Planet Hulk,"When the Hulk's presence on Earth becomes too great a risk, the Illuminati trick him to board a shuttle destined for a planet where he will be able to live in peace, and launch it into space. The Hulk's struggle to escape causes the shuttle to malfunction and crash land on the planet Sakaar, however, where he is sold into slavery and trained as a gladiator.",2010-02-02,4.434,7.1,539
3010,10497,Bitter Moon,A passenger on a cruise ship develops an irresistible infatuation with an eccentric paraplegic's wife.,1992-09-02,2.8802,7.1,821
3011,1997,Two Brothers,"Two tigers are separated as cubs and taken into captivity, only to be reunited years later as enemies by an explorer (Pearce) who inadvertently forces them to fight each other.",2004-04-07,1.2244,7.093,846
3012,856289,Creation of the Gods I: Kingdom of Storms,"Based on the most well-known classical fantasy novel of China, Fengshenyanyi, the trilogy is a magnificent eastern high fantasy epic that recreates the prolonged mythical wars between humans, immortals and monsters, which happened more than three thousand years ago.",2023-07-15,5.2389,7.099,461
3013,4043,Law of Desire,"Pablo, a successful film director, disappointed in his relationship with his young lover, Juan, concentrates in a new project, a monologue starring his transgender sister, Tina. Antonio, an uptight young man, falls possessively in love with the director and in his passion would stop at nothing to obtain the object of his desire.",1987-02-07,1.4722,7.099,322
3014,574475,Final Destination Bloodlines,"Plagued by a violent recurring nightmare, college student Stefanie heads home to track down the one person who might be able to break the cycle and save her family from the grisly demise that inevitably awaits them all.",2025-05-14,25.1388,7.1,2564
3015,774752,The Guardians of the Galaxy Holiday Special,"On a mission to make Christmas unforgettable for Quill, the Guardians head to Earth in search of the perfect present.",2022-11-24,3.896,7.097,2272
3016,420818,The Lion King,"Simba idolizes his father, King Mufasa, and takes to heart his own royal destiny. But not everyone in the kingdom celebrates the new cub's arrival. Scar, Mufasa's brother—and former heir to the throne—has plans of his own. The battle for Pride Rock is ravaged with betrayal, tragedy and drama, ultimately resulting in Simba's exile. With help from a curious pair of newfound friends, Simba will have to figure out how to grow up and take back what is rightfully his.",2019-07-12,9.8914,7.097,10613
3017,26617,Five Easy Pieces,"Robert Dupea spends his days doing various odd jobs, drinking and womanizing until an encounter with his sister makes him revisit his past.",1970-09-12,1.6874,7.086,570
3018,16161,Baby Boy,"The story of Jody, a misguided, 20-year-old African-American who is really just a baby boy finally forced-kicking and screaming to face the commitments of real life. Streetwise and jobless, he has not only fathered two children by two different women-Yvette and Peanut but still lives with his own mother. He can't seem to strike a balance or find direction in his chaotic life.",2001-06-27,4.4521,7.1,334
3019,15588,OSS 117: Lost in Rio,"In 1967, OSS 117 is sent to Brazil in order to retrieve a microfilm list of French Nazi sympathizers, only to once again unknowingly set foot into a bigger international intrigue.",2009-04-15,1.3966,7.097,1499
3020,11153,National Lampoon's Vacation,"Clark Griswold is on a quest to take his family to the Walley World theme park for a vacation, but things don't go exactly as planned.",1983-07-29,4.6251,7.097,1676
3021,10564,Where the Heart Is,"Novalee Nation is a 17-year-old Tennessee transient who has to grow up in a hurry when she's left pregnant and abandoned by her boyfriend on a roadside, and takes refuge in the friendly aisles of Wal-Mart. Eventually, some eccentric but kindly strangers 'adopt' Novalee and her infant daughter, helping them buck the odds and build a new life.",2000-04-27,3.4241,7.097,726
3022,1581,The Holiday,"Two women, one American and one British, swap homes at Christmastime following bad breakups. Each woman finds romance with a local man but realizes that the imminent return home may end the relationship.",2006-12-05,6.9278,7.097,5508
3023,661539,A Complete Unknown,"New York, early 1960s. Against the backdrop of a vibrant music scene and tumultuous cultural upheaval, an enigmatic 19-year-old from Minnesota arrives in the West Village with his guitar and revolutionary talent, destined to change the course of American music.",2024-12-25,4.1687,7.092,1321
3024,24804,Black Dynamite,"This is the story of 1970s African-American action legend Black Dynamite. The Man killed his brother, pumped heroin into local orphanages, and flooded the ghetto with adulterated malt liquor. Black Dynamite was the one hero willing to fight The Man all the way from the blood-soaked city streets to the hallowed halls of the Honky House.",2009-10-16,2.2314,7.096,682
3025,11951,Vanishing Point,"Kowalski works for a car delivery service, and takes delivery of a 1970 Dodge Challenger to drive from Colorado to San Francisco. Shortly after pickup, he takes a bet to get the car there in less than 15 hours.",1971-01-15,2.5558,7.096,496
3026,551,The Poseidon Adventure,"When their ocean liner capsizes, a group of passengers struggle to survive and escape.",1972-12-01,2.3593,7.1,957
3027,508,Love Actually,Eight very different couples deal with their love lives in various loosely interrelated tales all set during a frantic month before Christmas in London.,2003-09-07,7.8258,7.095,7228
3028,872906,Jawan,"An emotional journey of a prison warden, driven by a personal vendetta while keeping up to a promise made years ago, recruits inmates to commit outrageous crimes that shed light on corruption and injustice, in an attempt to get even with his past,  and that leads him to an unexpected reunion.",2023-09-07,5.4934,7.1,306
3029,606952,The Goddess of Fortune,"Alessandro and Arturo have been together for over 15 years and, despite the feeling they still have for each other, their relationship is now at crisis. When Alessandro’s best friend, out of the blue, asks them to take care of her two kids for a few days, something changes in their daily routine and love will drive them to a crazy and unexpected turn in their life.",2019-12-19,4.4948,7.095,521
3030,205601,Belle,"Dido Elizabeth Bell, the illegitimate, mixed-race daughter of a Royal Navy admiral, plays an important role in the campaign to abolish slavery in England.",2013-05-01,2.337,7.086,712
3031,9787,Lords of Dogtown,"The radical true story behind three teenage surfers from Venice Beach, California, who took skateboarding to the extreme and changed the world of sports forever. Stacy Peralta, Tony Alva and Jay Adams are the Z-Boys, a bunch of nobodies until they create a new style of skateboarding that becomes a worldwide phenomenon. But when their hobby becomes a business, the success shreds their friendship.",2005-06-03,1.7802,7.1,784
3032,9322,Nikita,"A beautiful felon, sentenced to life in prison for the murder of a policeman, is given a second chance – as a secret political assassin controlled by the government.",1990-02-21,3.444,7.095,2087
3033,9281,Witness,"While protecting an Amish boy – the sole witness to a brutal murder – and his mother, a detective is forced to seek refuge within their community when his own life comes under threat.",1985-02-08,2.5664,7.095,1817
3034,573,Frenzy,"London is terrorized by a vicious sex killer known as The Necktie Murderer. Following the brutal slaying of his ex-wife, down-on-his-luck Richard Blaney is suspected by the police of being the killer. He goes on the run, determined to prove his innocence.",1972-05-25,2.1331,7.095,986
3035,1259102,Eternity,"In an afterlife where souls have one week to decide where to spend eternity, Joan is faced with the impossible choice between the man she spent her life with and her first love, who died young and has waited decades for her to arrive.",2025-11-26,20.4953,7.078,337
3036,1241436,Warfare,"A platoon of Navy SEALs embarks on a dangerous mission in Ramadi, Iraq, with the chaos and brotherhood of war retold through their memories of the event.",2025-04-09,10.7426,7.094,1246
3037,618355,Superman: Red Son,"Set in the thick of the Cold War, Red Son introduces us to a Superman who landed in the USSR during the 1950s and grows up to become a Soviet symbol that fights for the preservation of Stalin’s brand of communism.",2020-02-24,1.7893,7.094,879
3038,591275,Fear Street: 1666,"In 1666, a colonial town is gripped by a hysterical witch-hunt that has deadly consequences for centuries to come, and it's up to teenagers in 1994 to finally put an end to their town's curse, before it's too late.",2021-07-14,3.1519,7.094,1930
3039,41662,3 Women,"Two co-workers, one a vain woman and the other an awkward teenager, share an increasingly bizarre relationship after becoming roommates.",1977-04-29,2.5212,7.1,332
3040,22383,The Professionals,An arrogant Texas millionaire hires four adventurers to rescue his kidnapped wife from a notorious Mexican bandit.,1966-11-01,2.2463,7.094,329
3041,4552,A Tale of Two Sisters,"Two sisters return home after a stay in a mental institution, only to face disturbing events and a strained relationship with their stepmother. As eerie occurrences unfold, dark family secrets begin to surface, blurring the line between reality and nightmare.",2003-06-13,4.5679,7.094,1292
3042,964,The Phantom of the Opera,The deformed Phantom who haunts the Paris Opera House causes murder and mayhem in an attempt to make the woman he loves a star.,1925-06-29,1.4151,7.094,388
3043,11942,Bring Me the Head of Alfredo Garcia,An American bartender and his prostitute girlfriend go on a road trip through the Mexican underworld to collect a $1 million bounty on the head of a dead gigolo.,1974-08-01,6.4608,7.1,404
3044,11634,Show Me Love,"Two teenage girls in small-town Sweden. Elin is beautiful, popular, and bored with life. Agnes is friendless, sad, and secretly in love with Elin.",1998-10-23,1.132,7.093,573
3045,4972,The Green Butchers,"Svend and Bjarne work for a butcher in a small Danish town. Fed up with their boss' arrogance, they decide to start their own butcher shop. After dismal beginnings, an unfortunate accident happens which coincides with a large order of meat. One hasty decision leads to another and soon the business thrives. In the meantime, Bjarne has to deal with his twin brother who has been in coma for years following a gruesome car accident.",2003-03-08,4.5889,7.093,323
3046,1062807,SPY x FAMILY CODE: White,"While under the guise of taking his family on a weekend winter getaway, Loid's attempt to make progress on his current mission Operation Strix proves difficult when Anya mistakenly gets involved and triggers events that threaten world peace.",2023-12-22,5.8362,7.092,602
3047,209276,Starred Up,"19-year-old Eric, arrogant and ultra-violent, is prematurely transferred to the same adult prison facility as his estranged father. As his explosive temper quickly finds him enemies in both prison authorities and fellow inmates — and his already volatile relationship with his father is pushed past breaking point — Eric is approached by a volunteer psychotherapist, who runs an anger management group for prisoners. Torn between gang politics, prison corruption, and a glimmer of something better, Eric finds himself in a fight for his own life, unsure if his own father is there to protect him or join in punishing him.",2014-03-21,1.4341,7.092,989
3048,1259,Notes on a Scandal,"A veteran high school teacher befriends a younger art teacher, who is having an affair with one of her 15-year-old students. However, her intentions with this new ""friend"" also go well beyond platonic friendship.",2006-12-25,1.8873,7.092,956
3049,563,Starship Troopers,"Set in the future, the story follows a young soldier named Johnny Rico and his exploits in the Mobile Infantry. Rico's military career progresses from recruit to non-commissioned officer and finally to officer against the backdrop of an interstellar war between mankind and an arachnoid species known as ""the Bugs.""",1997-11-07,6.8255,7.1,5296
3050,817758,TÁR,"As celebrated conductor Lydia Tár starts rehearsals for a career-defining symphony, the consequences of her past choices begin to echo in the present.",2022-09-23,4.0373,7.089,1458
3051,336843,Maze Runner: The Death Cure,"Thomas leads his group of escaped Gladers on their final and most dangerous mission yet. To save their friends, they must break into the legendary Last City, a WCKD-controlled labyrinth that may turn out to be the deadliest maze of all. Anyone who makes it out alive will get answers to the questions the Gladers have been asking since they first arrived in the maze.",2018-01-10,7.4451,7.09,8226
3052,2007,Lorenzo's Oil,Augusto and Michaela Odone are dealt a cruel blow by fate when their five-year-old son Lorenzo is diagnosed with a rare and incurable disease. But the Odones' persistence and faith leads to an unorthodox cure which saves their boy and re-writes medical history.,1992-12-30,2.2674,7.091,553
3053,258,Bed and Board,"Parisian everyman Antoine Doinel has married his sweetheart Christine Darbon, and the newlyweds have set up a cozy domestic life of selling flowers and giving violin lessons while Antoine fitfully works on his long-gestating novel. As Christine becomes pregnant with the couple's first child, Antoine finds himself enraptured with a young Japanese beauty. The complications change the course of their relationship forever.",1970-09-09,2.281,7.091,301
3054,24615,Aloha Scooby-Doo!,"The Mystery Gang goes to Hawaii for the Big Kahuna of Hanahuna Surfing Contest. However, the gang and the locals find the island invaded by the vengeful Wiki Tiki spirit and his demons.",2005-02-08,1.6173,7.09,449
3055,10839,Cross of Iron,"It is 1943, and the German army—ravaged and demoralised—is hastily retreating from the Russian front. In the midst of the madness, conflict brews between the aristocratic yet ultimately pusillanimous Captain Stransky and the courageous Corporal Steiner. Stransky is the only man who believes that the Third Reich is still vastly superior to the Russian army. However, within his pompous persona lies a quivering coward who longs for the Iron Cross so that he can return to Berlin a hero. Steiner, on the other hand is cynical, defiantly non-conformist and more concerned with the safety of his own men rather than the horde of military decorations offered to him by his superiors.",1977-01-29,2.8386,7.1,459
3056,8079,Om Shanti Om,"Reincarnated 30 years after being killed in a suspicious on-set fire, a small-time actor is determined to punish the person who ignited the blaze.",2007-11-07,2.3591,7.1,382
3057,836225,The Exorcism of God,"An American priest working in Mexico is considered a saint by many local parishioners. However, due to a botched exorcism, he carries a secret that’s eating him alive until he gets an opportunity to face his demon one final time.",2022-03-11,3.7455,7.089,1135
3058,633515,The Forgotten Battle,"During WWII's crucial Battle of the Scheldt, the lives of a glider pilot, a Nazi soldier and a reluctant Resistance recruit tragically intersect.",2021-06-05,1.8993,7.086,743
3059,420817,Aladdin,A kindhearted street urchin named Aladdin embarks on a magical adventure after finding a lamp that releases a wisecracking genie while a power-hungry Grand Vizier vies for the same lamp that has the power to make their deepest wishes come true.,2019-05-22,8.6551,7.088,10463
3060,414453,Columbus,"When a renowned architecture scholar falls suddenly ill during a speaking tour, his son Jin finds himself stranded in Columbus, Indiana - a small Midwestern city celebrated for its many significant modernist buildings. Jin strikes up a friendship with Casey, a young architecture enthusiast who works at the local library.",2017-08-04,2.2221,7.088,445
3061,20410,Scooby-Doo and the Alien Invaders,"A cosmic case of flying saucers, intergalactic intrigue and out-of-this-world romance launches Scooby-Doo! and the Mystery Inc., Gang into their most unearthly adventure ever.",2000-10-03,4.2751,7.088,387
3062,799876,The Outfit,"Leonard is an English tailor who used to craft suits on London’s world-famous Savile Row. After a personal tragedy, he’s ended up in Chicago, operating a small tailor shop in a rough part of town where he makes beautiful clothes for the only people around who can afford them: a family of vicious gangsters.",2022-02-25,2.8871,7.087,1285
3063,618353,DC Showcase - Batman: Death in the Family,Tragedy strikes the Batman's life again when Robin Jason Todd tracks down his birth mother only to run afoul of the Joker. An adaptation of the 1988 comic book storyline of the same name.,2020-10-13,2.1512,7.087,463
3064,102651,Maleficent,"A beautiful, pure-hearted young woman, Maleficent has an idyllic life growing up in a peaceable forest kingdom, until one day when an invading army threatens the harmony of the land. She rises to be the land's fiercest protector, but she ultimately suffers a ruthless betrayal – an act that begins to turn her heart into stone. Bent on revenge, Maleficent faces an epic battle with the invading King's successor and, as a result, places a curse upon his newborn infant Aurora. As the child grows, Maleficent realizes that Aurora holds the key to peace in the kingdom – and to Maleficent's true happiness as well.",2014-05-28,10.7105,7.087,13541
3065,14072,Rab Ne Bana Di Jodi,"A lonely 40-ish man, likely to remain a bachelor, has a chance to find the love of his life when he falls for a vivacious young woman.",2008-12-11,1.6191,7.087,303
3066,8764,Top Secret!,"Popular and dashing American singer Nick Rivers travels to East Germany to perform in a music festival. When he loses his heart to the gorgeous Hillary Flammond, he finds himself caught up in an underground resistance movement. Rivers joins forces with Agent Cedric and Flammond to attempt the rescue of her father, Dr. Paul, from the Germans, who have captured the scientist in hopes of coercing him into building a new naval mine.",1984-06-22,2.8167,7.087,1331
3067,2383,The Bear,An orphan bear cub hooks up with an adult male as they try to dodge human hunters.,1988-10-21,3.8164,7.087,510
3068,1547,The Lost Boys,"When an unsuspecting town newcomer is drawn to local blood fiends, the Frog brothers and other unlikely heroes gear up to rescue him.",1987-07-31,4.0646,7.087,2215
3069,7913,Rang De Basanti,"After a group of friends graduate from Delhi University, they listlessly haunt their old campus, until a British filmmaker casts them in a film she's making about freedom fighters under British rule. Although the group is largely apolitical, the tragic death of a friend owing to local government corruption awakens their patriotism. Inspired by the freedom fighters they represent in the film, the friends collectively decide to avenge the killing.",2006-01-26,4.9753,7.086,482
3070,487242,Suicide Squad: Hell to Pay,"Amanda Waller's top-secret ""Task Force X"" — consisting of Deadshot, Bronze Tiger, Killer Frost, Captain Boomerang, Harley Quinn, and Copperhead — is on a mission to retrieve a mystical object so powerful that they're willing to risk their lives to steal it. However, the Suicide Squad isn't the only group of villains seeking to possess the object. It's a race for the golden prize, and second place isn't an option if they want to stay alive.",2018-03-23,1.9701,7.085,699
3071,428836,Ophelia,"Ophelia comes of age as lady-in-waiting for Queen Gertrude, and her singular spirit captures Hamlet's affections. As lust and betrayal threaten the kingdom, Ophelia finds herself trapped between true love and controlling her own destiny.",2019-06-28,1.1971,7.085,594
3072,11457,Life as a House,"When a man is diagnosed with terminal cancer, he takes custody of his misanthropic teenage son, for whom quality time means getting high, engaging in small-time prostitution, and avoiding his father.",2001-10-25,1.3312,7.085,436
3073,1900,Traffic,"An exploration of the United States of America's war on drugs from multiple perspectives. For the new head of the Office of National Drug Control Policy, the war becomes personal when he discovers his well-educated daughter is abusing cocaine within their comfortable suburban home. In Mexico, a flawed, but noble policeman agrees to testify against a powerful general in league with a cartel, and in San Diego, a drug kingpin's sheltered trophy wife must learn her husband's ruthless business after he is arrested, endangering her luxurious lifestyle.",2000-12-27,3.4872,7.085,2317
3074,1548,Ghost World,"Two quirky, cynical teenaged girls try to figure out what to do with their lives after high school graduation. After they play a prank on an eccentric, middle aged record collector, one of them befriends him, which causes a rift in the girls’ friendship.",2001-07-20,1.546,7.085,1532
3075,677179,Creed III,"After dominating the boxing world, Adonis Creed has thrived in his career and family life. When a childhood friend and former boxing prodigy, Damian Anderson, resurfaces after serving a long sentence in prison, he is eager to prove that he deserves his shot in the ring. The face-off between former friends is more than just a fight. To settle the score, Adonis must put his future on the line to battle Damian — a fighter with nothing to lose.",2023-03-01,6.0292,7.084,2783
3076,618354,Superman: Man of Tomorrow,"It’s the dawn of a new age of heroes, and Metropolis has just met its first. But as Daily Planet intern Clark Kent – working alongside reporter Lois Lane – secretly wields his alien powers of flight, super-strength and x-ray vision in the battle for good, there’s even greater trouble on the horizon.",2020-08-23,1.7261,7.1,480
3077,517331,The Realm,"Manuel, a Spanish politician whose high-class lifestyle is based on nefarious and illegal business threatens to break his entire party after a newspaper exposes him to the public eye. Rather than admit to any wrongdoing, he decides to sell out his whole party in an effort to avoid jail time. It's a decision that will put many lives at risk.",2018-09-28,1.3661,7.084,457
3078,117691,Gangs of Wasseypur - Part 1,"In 1970s India, Sardar Khan vows to take revenge on the man who killed his father decades earlier.",2012-06-22,5.1616,7.084,416
3079,44115,127 Hours,The true story of mountain climber Aron Ralston's remarkable adventure to save himself after a fallen boulder crashes on his arm and traps him in an isolated canyon in Utah.,2010-11-12,3.9666,7.084,7905
3080,36955,True Lies,"A fearless, globe-trotting, terrorist-battling secret agent has his life turned upside down when he discovers his wife might be having an affair with a used car salesman while terrorists smuggle nuclear war heads into the United States.",1994-07-15,6.2106,7.084,4422
3081,30159,I Confess,"When a priest hears a murderer’s confession, he becomes bound by his vow of silence—even as circumstantial evidence turns suspicion toward him. Torn between faith and self-preservation, he faces public scandal and trial for a crime he cannot reveal the truth about.",1953-02-12,2.0101,7.084,468
3082,14299,Cadillac Records,"The story of sex, violence, race and rock and roll in 1950s Chicago, and the exciting but turbulent lives of some of America's musical legends, including Muddy Waters, Leonard Chess, Little Walter, Howlin' Wolf, Etta James and Chuck Berry.",2008-12-05,2.4657,7.084,467
3083,915931,Revoir Paris,"Three months after surviving a terrorist attack in a bistro, Mia is still traumatized and unable to recall the events of that night. In an effort to move forward, she investigates her memories and retraces her steps.",2022-09-07,2.1429,7.083,339
3084,597219,The Half of It,"Shy, straight-A student Ellie is hired by sweet but inarticulate jock Paul, who needs help wooing the most popular girl in school. But their new and unlikely friendship gets tricky when Ellie discovers she has feelings for the same girl.",2020-05-01,1.3744,7.083,1562
3085,458423,Mamma Mia! Here We Go Again,"Five years after meeting her three fathers, Sophie Sheridan prepares to open her mother’s hotel. In 1979, young Donna Sheridan meets the men who each could be Sophie’s biological father.",2018-07-18,2.9691,7.083,3520
3086,269494,A Hard Day,"After trying to cover up a car accident that left a man dead, a crooked homicide detective is stalked by a mysterious man claiming to have witnessed the event.",2014-05-29,5.6576,7.07,479
3087,43539,The Next Three Days,"A married couple's life is turned upside down when the wife is accused of murdering her boss. Her husband John would spend the next few years trying to get her released, but there's no evidence that negates the evidence against her. When the strain of being separated from her husband and son gets to her, John decides to find a way to break her out.",2010-11-18,2.8819,7.084,3017
3088,31602,The Chase,The escape of Bubber Reeves from prison affects the inhabitants of a small Southern town.,1966-02-18,3.019,7.079,315
3089,13701,Immortal Beloved,"A chronicle of the life of infamous classical composer Ludwig van Beethoven and his painful struggle with hearing loss. Following Beethoven's death in 1827, his assistant, Schindler, searches for an elusive woman referred to in the composer's love letters as ""immortal beloved."" As Schindler solves the mystery, a series of flashbacks reveal Beethoven's transformation from passionate young man to troubled musical genius.",1994-12-16,2.0812,7.083,360
3090,845222,Kingdom: Ashin of the North,"Tragedy, betrayal and a mysterious discovery fuel a woman's vengeance for the loss of her tribe and family.",2021-07-23,3.0679,7.082,601
3091,11121,Tess,"A strong-willed peasant girl is sent by her father to the estate of some local aristocrats to capitalize on a rumor that their families are from the same line, but is left traumatised from her experiences.",1979-10-06,2.2034,7.082,365
3092,1623,Brubaker,The new warden of a small prison farm in Arkansas tries to clean it up of corruption after initially posing as an inmate.,1980-06-20,2.4087,7.1,506
3093,895549,NYAD,Athlete Diana Nyad sets out at 60 to achieve a nearly impossible lifelong dream: to swim from Cuba to Florida across more than 100 miles of open ocean.,2023-10-18,1.7428,7.069,520
3094,270400,Breathe,"Charlie, a 17-year-old girl tortured by doubt, is thrilled when she becomes friends with Sarah, but when Sarah tires of Charlie and looks for a new friend, their relationship takes an ominous turn.",2014-11-12,2.8356,7.081,475
3095,39057,Pokémon: Arceus and the Jewel of Life,"When the creator of the world, Arceus, comes to pass judgement on humanity for the theft of the legendary Jewel of Life, Ash and his friends are sent back in time to possibly reverse the events that led to Arceus' vendetta.",2009-07-18,6.4931,7.1,302
3096,11937,The Gods Must Be Crazy II,"Xixo is back again. This time, his children accidentally stow away on a fast-moving poachers' truck, unable to get off, and Xixo sets out to rescue them. Along the way, he encounters a couple of soldiers trying to capture each other and a pilot and passenger of a small plane, who are each having a few problems of their own.",1989-07-01,2.7834,7.081,530
3097,11575,The Great Race,"Professional daredevil and white-suited hero, The Great Leslie, convinces turn-of-the-century auto makers that a race from New York to Paris (westward across America, the Bering Straight and Russia) will help to promote automobile sales. Leslie's arch-rival, the mustached and black-attired Professor Fate vows to beat Leslie to the finish line in a car of Fate's own invention.",1965-07-01,1.5986,7.1,352
3098,1584,School of Rock,"Fired from his band and hard up for cash, guitarist and vocalist Dewey Finn finagles his way into a job as a fifth-grade substitute teacher at a private school, where he secretly begins teaching his students the finer points of rock 'n' roll. The school's hard-nosed principal is rightly suspicious of Finn's activities. But Finn's roommate remains in the dark about what he's doing.",2003-10-03,3.5684,7.081,6011
3099,1374,Rocky IV,"Rocky Balboa holds the world heavyweight championship, but a new challenger has stepped forward: Drago, a six-foot-four, 261-pound fighter who has the backing of the Soviet Union. This time, Rocky's training regimen takes him to Siberia, where he prepares for a globally televised match in the heart of Moscow. But nothing can truly prepare him for what he's about to face – a fight to the finish, in which he must defend not only himself, but also the honor of his country!",1985-11-21,6.3057,7.081,4688
3100,203801,The Man from U.N.C.L.E.,"At the height of the Cold War, a mysterious criminal organization plans to use nuclear weapons and technology to upset the fragile balance of power between the United States and Soviet Union. CIA agent Napoleon Solo and KGB agent Illya Kuryakin are forced to put aside their hostilities and work together to stop the evildoers in their tracks. The duo's only lead is the daughter of a missing German scientist, whom they must find soon to prevent a global catastrophe.",2015-08-13,4.7113,7.08,6686
3101,926,Galaxy Quest,"For four years, the courageous crew of the NSEA Protector —  Commander Peter Quincy Taggart, Lieutenant Tawny Madison, and Doctor Lazarus — set off on a thrilling and often dangerous mission in space ... until their series was cancelled! Now, twenty years later, aliens under attack have mistaken the Galaxy Quest television transmissions for ""historical documents"" and beam up the crew of has-been actors to save the universe. With no script, no director, and no clue, the actors must turn in the performances of their lives.",1999-12-25,3.4565,7.08,2434
3102,476,Drugstore Cowboy,"Portland, Oregon, 1971. Bob Hughes is the charismatic leader of a peculiar quartet, formed by his wife, Dianne, and another couple, Rick and Nadine, who skillfully steal from drugstores and hospital medicine cabinets in order to appease their insatiable need for drugs. But neither fun nor luck last forever.",1989-10-20,4.0026,7.08,597
3103,474354,22 July,"On 22 July 2011, neo-Nazi terrorist Anders Behring Breivik murdered 77 young people attending a Labour Party Youth Camp on Utøya Island outside of Oslo. This three-part story focuses on the survivors, the political leadership of Norway, and the lawyers involved.",2018-10-04,1.8076,7.079,1235
3104,271714,Love & Mercy,"In the late 1960s, the Beach Boys' Brian Wilson stops touring, produces ""Pet Sounds"" and begins to lose his grip on reality. By the 1980s, under the sway of a controlling therapist, he finds a savior in Melinda Ledbetter.",2015-05-29,1.2966,7.079,729
3105,179150,Reality,"A wanna-be director is given 48 hours by a producer to find the best groan of pain, worthy of an Oscar, as the only condition to back his film.",2015-02-18,3.9677,7.079,540
3106,16520,The King and I,"Widowed Welsh mother Anna Leonowens becomes a governess and English tutor to the wives and many children of the stubborn King Mongkut of Siam. Anna and the King have a clash of personalities as she works to teach the royal family about the English language, customs and etiquette, and rushes to prepare a party for a group of European diplomats who must change their opinions about the King.",1956-06-29,2.4008,7.1,394
3107,401,Garden State,"Andrew returns to his hometown for the funeral of his mother, a journey that reconnects him with past friends. The trip coincides with his decision to stop taking his powerful antidepressants. A chance meeting with Sam - a girl also suffering from various maladies - opens up the possibility of rekindling emotional attachments, confronting his psychologist father, and perhaps beginning a new life.",2004-07-28,2.1209,7.1,1983
3108,763165,The Burial,"When a handshake deal goes sour, funeral home owner Jeremiah O'Keefe enlists charismatic, smooth-talking attorney Willie E. Gary to save his family business. Tempers flare and laughter ensues as the unlikely pair bond while exposing corporate corruption and racial injustice.",2023-10-06,2.7147,7.079,586
3109,436931,Pokémon the Movie: I Choose You!,"Ash Ketchum wakes up late one morning after having broken his alarm clock in his sleep. He eventually makes it to Professor Oak's lab, but is told that the three starter List of Pokémon (Bulbasaur, Squirtle, and Charmander) have already been taken by Trainers who were on time. However, Oak reveals that he has one more Pokémon, an Electric-type named Pikachu. Despite its volatile and feisty personality, as well as its refusal to get inside a Poké Ball, Ash happily takes Pikachu for his journey.",2017-07-15,6.5454,7.078,658
3110,428449,A Ghost Story,"Recently deceased, a white-sheeted ghost returns to his suburban home to console his bereft wife, only to find that in his spectral state he has become unstuck in time, forced to watch passively as the life he knew and the woman he loves slowly slip away.",2017-04-24,3.1603,7.079,2447
3111,19265,Whatever Works,"Whatever Works explores the relationship between a crotchety misanthrope, Boris and a naïve, impressionable young runaway from the south, Melody. When Melody's uptight parents arrive in New York to rescue her, they are quickly drawn into wildly unexpected romantic entanglements. Everyone discovers that finding love is just a combination of lucky chance and appreciating the value of ""whatever works.""",2009-06-19,3.9774,7.078,1810
